sub_sentence	context
that particularly grasping, acquisitive form	It’s worse in the case of newspapers. Any rich, unprogressive old party with that particularly grasping, acquisitive form of mentality known as financial genius can own a paper that is the intellectual meat and drink of thousands of tired, hurried men, men too involved in the business of modern living to swallow anything but predigested food. For two cents the voter buys his politics, prejudices, and philosophy.
predigested food	It’s worse in the case of newspapers. Any rich, unprogressive old party with that particularly grasping, acquisitive form of mentality known as financial genius can own a paper that is the intellectual meat and drink of thousands of tired, hurried men, men too involved in the business of modern living to swallow anything but predigested food. For two cents the voter buys his politics, prejudices, and philosophy.
Any rich, unprogressive old party	It’s worse in the case of newspapers. Any rich, unprogressive old party with that particularly grasping, acquisitive form of mentality known as financial genius can own a paper that is the intellectual meat and drink of thousands of tired, hurried men, men too involved in the business of modern living to swallow anything but predigested food. For two cents the voter buys his politics, prejudices, and philosophy.
known as financial genius can own a paper that is the intellectual meat and drink of thousands of tired, hurried men, men too involved in the business of modern living to swallow anything but predigested food.	It’s worse in the case of newspapers. Any rich, unprogressive old party with that particularly grasping, acquisitive form of mentality known as financial genius can own a paper that is the intellectual meat and drink of thousands of tired, hurried men, men too involved in the business of modern living to swallow anything but predigested food. For two cents the voter buys his politics, prejudices, and philosophy.
buys his politics, prejudices, and philosophy.	Any rich, unprogressive old party with that particularly grasping, acquisitive form of mentality known as financial genius can own a paper that is the intellectual meat and drink of thousands of tired, hurried men, men too involved in the business of modern living to swallow anything but predigested food. For two cents the voter buys his politics, prejudices, and philosophy. A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath.
more contradiction	For two cents the voter buys his politics, prejudices, and philosophy. A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy.
the paper’s ownership	For two cents the voter buys his politics, prejudices, and philosophy. A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy.
confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath.	For two cents the voter buys his politics, prejudices, and philosophy. A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy.
a sudden inrush	For two cents the voter buys his politics, prejudices, and philosophy. A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy.
a vulgar liaison	A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?”
people’s heads	A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?”
dangerous, shallow epigrams	A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?”
a poor, inoffensive capitalist	A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?”
some innocent little Bolshevik	A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?”
clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy.	A year later there is a new political ring or a change in the paper’s ownership, consequence: more confusion, more contradiction, a sudden inrush of new ideas, their tempering, their distillation, the reaction against them—” He paused only to get his breath. “And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?”
do with your being bored?”	“And that is why I have sworn not to put pen to paper until my ideas either clarify or depart entirely; I have quite enough sins on my soul without putting dangerous, shallow epigrams into people’s heads; I might cause a poor, inoffensive capitalist to have a vulgar liaison with a bomb, or get some innocent little Bolshevik tangled up with a machine-gun bullet—” Tom was growing restless under this lampooning of his connection with The New Democracy. “What’s all this got to do with your being bored?” Amory considered that it had much to do with it.
much to do with it.	“What’s all this got to do with your being bored?” Amory considered that it had much to do with it. “How’ll I fit in?”
an entirely sexless animal	To propagate the race? According to the American novels we are led to believe that the ‘healthy American boy’ from nineteen to twenty-five is an entirely sexless animal. As a matter of fact, the healthier he is the less that’s true.
led to believe that the ‘healthy American boy’ from nineteen to twenty-five is an entirely sexless animal.	To propagate the race? According to the American novels we are led to believe that the ‘healthy American boy’ from nineteen to twenty-five is an entirely sexless animal. As a matter of fact, the healthier he is the less that’s true.
matter of fact, the healthier he is the less that’s true.	According to the American novels we are led to believe that the ‘healthy American boy’ from nineteen to twenty-five is an entirely sexless animal. As a matter of fact, the healthier he is the less that’s true. The only alternative to letting it get you is some violent interest.
alternative to letting it get you is some violent interest.	As a matter of fact, the healthier he is the less that’s true. The only alternative to letting it get you is some violent interest. Well, the war is over; I believe too much in the responsibilities of authorship to write just now; and business, well, business speaks for itself.
believe too much in the responsibilities of authorship to write just now; and business, well, business speaks for itself.	The only alternative to letting it get you is some violent interest. Well, the war is over; I believe too much in the responsibilities of authorship to write just now; and business, well, business speaks for itself. It has no connection with anything in the world that I’ve ever been interested in, except a slim, utilitarian connection with economics.
anything in the world that I’ve ever been interested in, except a slim, utilitarian connection with economics.	Well, the war is over; I believe too much in the responsibilities of authorship to write just now; and business, well, business speaks for itself. It has no connection with anything in the world that I’ve ever been interested in, except a slim, utilitarian connection with economics. What I’d see of it, lost in a clerkship, for the next and best ten years of my life would have the intellectual content of an industrial movie.”
a slim, utilitarian connection	Well, the war is over; I believe too much in the responsibilities of authorship to write just now; and business, well, business speaks for itself. It has no connection with anything in the world that I’ve ever been interested in, except a slim, utilitarian connection with economics. What I’d see of it, lost in a clerkship, for the next and best ten years of my life would have the intellectual content of an industrial movie.”
see of it, lost in a clerkship, for the next and best ten years of my life would have the intellectual content of an industrial movie.”	It has no connection with anything in the world that I’ve ever been interested in, except a slim, utilitarian connection with economics. What I’d see of it, lost in a clerkship, for the next and best ten years of my life would have the intellectual content of an industrial movie.” “Try fiction,” suggested Tom.
doing it instead of living—get thinking maybe life is waiting for me in the Japanese gardens at the Ritz or at Atlantic City or on the lower East Side.	“Try fiction,” suggested Tom. “Trouble is I get distracted when I start to write stories—get afraid I’m doing it instead of living—get thinking maybe life is waiting for me in the Japanese gardens at the Ritz or at Atlantic City or on the lower East Side. “Anyway,” he continued, “I haven’t the vital urge.
girl in the wide world that could have held me.”	If I thought there’d be another I’d lose my remaining faith in human nature. Maybe I’ll play—but Rosalind was the only girl in the wide world that could have held me.” “Well,” yawned Tom, “I’ve played confidant a good hour by the clock.
have violent views again on something.”	“Well,” yawned Tom, “I’ve played confidant a good hour by the clock. Still, I’m glad to see you’re beginning to have violent views again on something.” “I am,” agreed Amory reluctantly.
makes me sick at my stomach—” “Happy families try to make people feel that way,” said Tom cynically.	“I am,” agreed Amory reluctantly. “Yet when I see a happy family it makes me sick at my stomach—” “Happy families try to make people feel that way,” said Tom cynically.
days when Amory listened.	There were days when Amory listened. These were when Tom, wreathed in smoke, indulged in the slaughter of American literature.
indulged in the slaughter of American literature.	There were days when Amory listened. These were when Tom, wreathed in smoke, indulged in the slaughter of American literature. Words failed him.
look at them—Edna Ferber, Gouverneur Morris, Fanny Hurst, Mary Roberts Rinehart—not producing among ’em one story or novel that will last ten years.	“My God! Look at them, look at them—Edna Ferber, Gouverneur Morris, Fanny Hurst, Mary Roberts Rinehart—not producing among ’em one story or novel that will last ten years. This man Cobb—I don’t think he’s either clever or amusing—and what’s more, I don’t think very many people do, except the editors.
man Cobb—I don’t think he’s either clever or amusing—and what’s more, I don’t think very many people do, except the editors.	Look at them, look at them—Edna Ferber, Gouverneur Morris, Fanny Hurst, Mary Roberts Rinehart—not producing among ’em one story or novel that will last ten years. This man Cobb—I don’t think he’s either clever or amusing—and what’s more, I don’t think very many people do, except the editors. He’s just groggy with advertising.
groggy with advertising.	This man Cobb—I don’t think he’s either clever or amusing—and what’s more, I don’t think very many people do, except the editors. He’s just groggy with advertising. And—oh Harold Bell Wright
oh Zane Grey	And—oh Harold Bell Wright oh Zane Grey—” “They try.” “No, they don’t even try.
Most of them can’t write, I’ll admit.	Some of them can write, but they won’t sit down and do one honest novel. Most of them can’t write, I’ll admit. I believe Rupert Hughes tries to give a real, comprehensive picture of American life, but his style and perspective are barbarous.
picture of American life, but his style and perspective are barbarous.	Most of them can’t write, I’ll admit. I believe Rupert Hughes tries to give a real, comprehensive picture of American life, but his style and perspective are barbarous. Ernest Poole and Dorothy Canfield try but they’re hindered by their absolute lack of any sense of humor; but at least they crowd their work instead of spreading it thin.
lack of any sense of humor; but at least they crowd their work instead of spreading it thin.	I believe Rupert Hughes tries to give a real, comprehensive picture of American life, but his style and perspective are barbarous. Ernest Poole and Dorothy Canfield try but they’re hindered by their absolute lack of any sense of humor; but at least they crowd their work instead of spreading it thin. Every author ought to write every book as if he were going to be beheaded the day he finished it.”
write every book as if he were going to be beheaded the day he finished it.”	Ernest Poole and Dorothy Canfield try but they’re hindered by their absolute lack of any sense of humor; but at least they crowd their work instead of spreading it thin. Every author ought to write every book as if he were going to be beheaded the day he finished it.” “Is that double entente?” “Don’t slow me up!
that double entente	Every author ought to write every book as if he were going to be beheaded the day he finished it.” “Is that double entente?” “Don’t slow me up! Now there’s a few of ’em that seem to have some cultural background, some intelligence and a good deal of literary felicity but they just simply won’t write honestly; they’d all claim there was no public for good stuff.
literary felicity	“Is that double entente?” “Don’t slow me up! Now there’s a few of ’em that seem to have some cultural background, some intelligence and a good deal of literary felicity but they just simply won’t write honestly; they’d all claim there was no public for good stuff. Then why the devil is it that Wells, Conrad, Galsworthy, Shaw, Bennett, and the rest depend on America for over half their sales?”
deal of literary felicity but they just simply won’t write honestly; they’d all claim there was no public for good stuff.	“Is that double entente?” “Don’t slow me up! Now there’s a few of ’em that seem to have some cultural background, some intelligence and a good deal of literary felicity but they just simply won’t write honestly; they’d all claim there was no public for good stuff. Then why the devil is it that Wells, Conrad, Galsworthy, Shaw, Bennett, and the rest depend on America for over half their sales?”
depend on America for over half their sales?”	Now there’s a few of ’em that seem to have some cultural background, some intelligence and a good deal of literary felicity but they just simply won’t write honestly; they’d all claim there was no public for good stuff. Then why the devil is it that Wells, Conrad, Galsworthy, Shaw, Bennett, and the rest depend on America for over half their sales?” “How does little Tommy like the poets?”
dropped his arms until they swung loosely beside the chair and emitted faint grunts.	Tom was overcome. He dropped his arms until they swung loosely beside the chair and emitted faint grunts. “I’m writing a satire on ’em now, calling it Boston Bards and Hearst Reviewers.”
writing a satire on ’em now, calling it Boston Bards and Hearst Reviewers.”	He dropped his arms until they swung loosely beside the chair and emitted faint grunts. “I’m writing a satire on ’em now, calling it Boston Bards and Hearst Reviewers.” “Let’s hear it,” said Amory eagerly.
hear ’em, if they’re funny.”	“That’s very modern. Let’s hear ’em, if they’re funny.” Tom produced a folded paper from his pocket and read aloud, pausing at intervals so that Amory could see that it was free verse: “So Walter Arensberg, Alfred Kreymborg, Carl Sandburg, Louis Untermeyer, Eunice Tietjens, Clara Shanafelt, James Oppenheim, Maxwell Bodenheim, Richard Glaenzer, Scharmel Iris, Conrad Aiken, I place your names here So that you may live If only as names, Sinuous, mauve-colored names, In the Juvenalia Of my collected editions.”
place your names here So that you may live If only as names, Sinuous, mauve-colored names, In the Juvenalia Of my collected editions.”	Let’s hear ’em, if they’re funny.” Tom produced a folded paper from his pocket and read aloud, pausing at intervals so that Amory could see that it was free verse: “So Walter Arensberg, Alfred Kreymborg, Carl Sandburg, Louis Untermeyer, Eunice Tietjens, Clara Shanafelt, James Oppenheim, Maxwell Bodenheim, Richard Glaenzer, Scharmel Iris, Conrad Aiken, I place your names here So that you may live If only as names, Sinuous, mauve-colored names, In the Juvenalia Of my collected editions.” Amory roared.
mauve-colored names	Let’s hear ’em, if they’re funny.” Tom produced a folded paper from his pocket and read aloud, pausing at intervals so that Amory could see that it was free verse: “So Walter Arensberg, Alfred Kreymborg, Carl Sandburg, Louis Untermeyer, Eunice Tietjens, Clara Shanafelt, James Oppenheim, Maxwell Bodenheim, Richard Glaenzer, Scharmel Iris, Conrad Aiken, I place your names here So that you may live If only as names, Sinuous, mauve-colored names, In the Juvenalia Of my collected editions.” Amory roared.
“So Walter Arensberg	Let’s hear ’em, if they’re funny.” Tom produced a folded paper from his pocket and read aloud, pausing at intervals so that Amory could see that it was free verse: “So Walter Arensberg, Alfred Kreymborg, Carl Sandburg, Louis Untermeyer, Eunice Tietjens, Clara Shanafelt, James Oppenheim, Maxwell Bodenheim, Richard Glaenzer, Scharmel Iris, Conrad Aiken, I place your names here So that you may live If only as names, Sinuous, mauve-colored names, In the Juvenalia Of my collected editions.” Amory roared.
the iron pansy	Amory roared. “You win the iron pansy. I’ll buy you a meal on the arrogance of the last two lines.”
meal on the arrogance of the last two lines.”	“You win the iron pansy. I’ll buy you a meal on the arrogance of the last two lines.” Amory did not entirely agree with Tom’s sweeping damnation of American novelists and poets.
damnation of American novelists and poets.	I’ll buy you a meal on the arrogance of the last two lines.” Amory did not entirely agree with Tom’s sweeping damnation of American novelists and poets. He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters.
American novelists	I’ll buy you a meal on the arrogance of the last two lines.” Amory did not entirely agree with Tom’s sweeping damnation of American novelists and poets. He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters.
Tom’s sweeping damnation	I’ll buy you a meal on the arrogance of the last two lines.” Amory did not entirely agree with Tom’s sweeping damnation of American novelists and poets. He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters.
both Vachel Lindsay	Amory did not entirely agree with Tom’s sweeping damnation of American novelists and poets. He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters. “What I hate is this idiotic drivel about ‘I am God—I am man—I ride the winds—I look through the smoke—I am the life sense.’ ”
artistry of Edgar Lee Masters.	Amory did not entirely agree with Tom’s sweeping damnation of American novelists and poets. He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters. “What I hate is this idiotic drivel about ‘I am God—I am man—I ride the winds—I look through the smoke—I am the life sense.’ ”
this idiotic drivel	He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters. “What I hate is this idiotic drivel about ‘I am God—I am man—I ride the winds—I look through the smoke—I am the life sense.’ ” “It’s ghastly!”
look through the smoke—I am the life sense.’ ”	He enjoyed both Vachel Lindsay and Booth Tarkington, and admired the conscientious, if slender, artistry of Edgar Lee Masters. “What I hate is this idiotic drivel about ‘I am God—I am man—I ride the winds—I look through the smoke—I am the life sense.’ ” “It’s ghastly!”
American novelists	“It’s ghastly!” “And I wish American novelists would give up trying to make business romantically interesting. Nobody wants to read about it, unless it’s crooked business.
read about it, unless it’s crooked business.	“And I wish American novelists would give up trying to make business romantically interesting. Nobody wants to read about it, unless it’s crooked business. If it was an entertaining subject they’d buy the life of James J. Hill and not one of these long office tragedies that harp along on the significance of smoke—” “And gloom,” said Tom.
crooked business	“And I wish American novelists would give up trying to make business romantically interesting. Nobody wants to read about it, unless it’s crooked business. If it was an entertaining subject they’d buy the life of James J. Hill and not one of these long office tragedies that harp along on the significance of smoke—” “And gloom,” said Tom.
life of James J. Hill and not one of these long office tragedies that harp along on the significance of smoke—” “And gloom,” said Tom.	Nobody wants to read about it, unless it’s crooked business. If it was an entertaining subject they’d buy the life of James J. Hill and not one of these long office tragedies that harp along on the significance of smoke—” “And gloom,” said Tom. “That’s another favorite, though I’ll admit the Russians have the monopoly.
’s another favorite, though I’ll admit the Russians have the monopoly.	If it was an entertaining subject they’d buy the life of James J. Hill and not one of these long office tragedies that harp along on the significance of smoke—” “And gloom,” said Tom. “That’s another favorite, though I’ll admit the Russians have the monopoly. Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much.
girls who break their spines and get adopted by grouchy old men because they smile so much.	“That’s another favorite, though I’ll admit the Russians have the monopoly. Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much. You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch.
grouchy old men	“That’s another favorite, though I’ll admit the Russians have the monopoly. Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much. You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch.
glancing at his wristwatch.	Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much. You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch. “I’ll buy you a grea’ big dinner on the strength of the Juvenalia of your collected editions.”
cheerful cripples	Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much. You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch. “I’ll buy you a grea’ big dinner on the strength of the Juvenalia of your collected editions.”
” “Six o’clock	Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much. You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch. “I’ll buy you a grea’ big dinner on the strength of the Juvenalia of your collected editions.”
the Russian peasant	Our specialty is stories about little girls who break their spines and get adopted by grouchy old men because they smile so much. You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch. “I’ll buy you a grea’ big dinner on the strength of the Juvenalia of your collected editions.”
strength of the Juvenalia of your collected editions.”	You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch. “I’ll buy you a grea’ big dinner on the strength of the Juvenalia of your collected editions.”
Amory in another surge of unrest realized that it was just five months since he and Rosalind had met.	July sweltered out with a last hot week, and Amory in another surge of unrest realized that it was just five months since he and Rosalind had met. Yet it was already hard for him to visualize the heart-whole boy who had stepped off the transport, passionately desiring the adventure of life.
was already hard for him to visualize the heart-whole boy who had stepped off the transport, passionately desiring the adventure of life.	July sweltered out with a last hot week, and Amory in another surge of unrest realized that it was just five months since he and Rosalind had met. Yet it was already hard for him to visualize the heart-whole boy who had stepped off the transport, passionately desiring the adventure of life. One night while the heat, overpowering and enervating, poured into the windows of his room he struggled for several hours in a vague effort to immortalize the poignancy of that time.
a vague effort	Yet it was already hard for him to visualize the heart-whole boy who had stepped off the transport, passionately desiring the adventure of life. One night while the heat, overpowering and enervating, poured into the windows of his room he struggled for several hours in a vague effort to immortalize the poignancy of that time. The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars.
poignancy of that time.	Yet it was already hard for him to visualize the heart-whole boy who had stepped off the transport, passionately desiring the adventure of life. One night while the heat, overpowering and enervating, poured into the windows of his room he struggled for several hours in a vague effort to immortalize the poignancy of that time. The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars.
oil from some divine machine, in an hour of thaw and stars.	One night while the heat, overpowering and enervating, poured into the windows of his room he struggled for several hours in a vague effort to immortalize the poignancy of that time. The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars. Strange damps—full of the eyes of many men, crowded with life borne in upon a lull.
strange half-intermittent damps	One night while the heat, overpowering and enervating, poured into the windows of his room he struggled for several hours in a vague effort to immortalize the poignancy of that time. The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars. Strange damps—full of the eyes of many men, crowded with life borne in upon a lull.
borne in upon a lull.	The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars. Strange damps—full of the eyes of many men, crowded with life borne in upon a lull. Oh, I was young, for I could turn again to you, most finite and most beautiful, and taste the stuff of half-remembered dreams, sweet and new on your mouth.
Strange damps	The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars. Strange damps—full of the eyes of many men, crowded with life borne in upon a lull. Oh, I was young, for I could turn again to you, most finite and most beautiful, and taste the stuff of half-remembered dreams, sweet and new on your mouth.
taste the stuff of half-remembered dreams, sweet and new on your mouth.	Strange damps—full of the eyes of many men, crowded with life borne in upon a lull. Oh, I was young, for I could turn again to you, most finite and most beautiful, and taste the stuff of half-remembered dreams, sweet and new on your mouth. There was a tanging in the midnight air—silence was dead and sound not yet awoken—Life cracked like ice!—one brilliant note and there, radiant and pale, you stood.
ice!—one brilliant note	Oh, I was young, for I could turn again to you, most finite and most beautiful, and taste the stuff of half-remembered dreams, sweet and new on your mouth. There was a tanging in the midnight air—silence was dead and sound not yet awoken—Life cracked like ice!—one brilliant note and there, radiant and pale, you stood. and spring had broken.
cracked like ice!—one brilliant note and there, radiant and pale, you stood.	Oh, I was young, for I could turn again to you, most finite and most beautiful, and taste the stuff of half-remembered dreams, sweet and new on your mouth. There was a tanging in the midnight air—silence was dead and sound not yet awoken—Life cracked like ice!—one brilliant note and there, radiant and pale, you stood. and spring had broken.
short upon the roofs and the changeling city swooned.)	and spring had broken. (The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
the changeling city	and spring had broken. (The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
things she loved, leaving the great husk.	(The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
eerie half-laughter	(The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
the great husk	(The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
only a fatuous sigh	(The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
frosty mist	(The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
the long, mazed wires	(The icicles were short upon the roofs and the changeling city swooned.) Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.
Darcy, who had evidently just stumbled on his address: My dear Boy: Your last letter was quite enough to make me worry about you.	In mid-August came a letter from Monsignor Darcy, who had evidently just stumbled on his address: My dear Boy: Your last letter was quite enough to make me worry about you. It was not a bit like yourself.
feeling of romance that you had before the war.	It was not a bit like yourself. Reading between the lines I should imagine that your engagement to this girl is making you rather unhappy, and I see you have lost all the feeling of romance that you had before the war. You make a great mistake if you think you can be romantic without religion.
