ORIGINAL	TRANSLATED

You’d think we were a race of cheerful cripples and that the common end of the Russian peasant was suicide—” “Six o’clock,” said Amory, glancing at his wristwatch. “I’ll buy you a grea’ big dinner on the strength of the Juvenalia of your collected editions.”	It's like you expect us all to be happy losers, and that every Russian farmer ends up killing himself." "Six o'clock," Amory said, looking at his watch. "I'll treat you to a huge dinner because of the terrible student writing in your published books."

July sweltered out with a last hot week, and Amory in another surge of unrest realized that it was just five months since he and Rosalind had met. Yet it was already hard for him to visualize the heart-whole boy who had stepped off the transport, passionately desiring the adventure of life. One night while the heat, overpowering and enervating, poured into the windows of his room he struggled for several hours in a vague effort to immortalize the poignancy of that time	July ended with a final, really hot week, and Amory, feeling restless again, realized it had only been five months since he met Rosalind. But it was already hard for him to picture himself as the carefree guy who'd just gotten off the boat, excited for life's adventures. One night, the heat was heavy and draining, filling his room, and he spent hours trying to capture the intense feelings he had back then in writing.

The February streets, wind-washed by night, blow full of strange half-intermittent damps, bearing on wasted walks in shining sight wet snow plashed into gleams under the lamps, like golden oil from some divine machine, in an hour of thaw and stars. Strange damps—full of the eyes of many men, crowded with life borne in upon a lull. Oh, I was young, for I could turn again to you, most finite and most beautiful, and taste the stuff of half-remembered dreams, sweet and new on your mouth	The February streets, cleaned by the wind last night, have weird, patchy dampness in the air. You can see wet snow reflecting the streetlights as you walk. It looks like golden oil from some perfect machine, now that it's starting to melt and the stars are out. This strange dampness feels like it's full of people's thoughts and the energy of life returning after a quiet time. I was young then, because I could still come back to you, so real and so beautiful, and rediscover the feelings of dreams I almost forgot, fresh and sweet on your lips.

There was a tanging in the midnight air—silence was dead and sound not yet awoken—Life cracked like ice!—one brilliant note and there, radiant and pale, you stood. and spring had broken. (The icicles were short upon the roofs and the changeling city swooned	The air vibrated at midnight. It wasn't silent, but no other sounds had started yet. Life suddenly changed, like ice breaking. One clear note rang out, and there you were, glowing but pale. Spring had finally arrived. (The icicles on the roofs were small, and the strange city felt faint.)

Our thoughts were frosty mist along the eaves; our two ghosts kissed, high on the long, mazed wires—eerie half-laughter echoes here and leaves only a fatuous sigh for young desires; regret has followed after things she loved, leaving the great husk.	Our thoughts were like frozen breath hanging in the air; our spirits met briefly, up on the confusing telephone lines. Strange, faint laughter lingers here, leaving only a silly sigh for youthful wants. Regret has come after the things she cared about, leaving only emptiness behind.

In mid-August came a letter from Monsignor Darcy, who had evidently just stumbled on his address: My dear Boy: Your last letter was quite enough to make me worry about you. It was not a bit like yourself. Reading between the lines I should imagine that your engagement to this girl is making you rather unhappy, and I see you have lost all the feeling of romance that you had before the war	In mid-August, Monsignor Darcy wrote, having finally found him: "My dear Boy, your last letter really worried me. It didn't sound like you at all. Reading between the lines, I think being engaged to this girl is making you miserable. And it seems you've lost all the romantic feelings you had before the war."

You make a great mistake if you think you can be romantic without religion. Sometimes I think that with both of us the secret of success, when we find it, is the mystical element in us: something flows into us that enlarges our personalities, and when it ebbs out our personalities shrink; I should call your last two letters rather shrivelled	You're wrong if you think you can be romantic without some kind of faith. I think that when we figure out how to be successful, it'll be because we both have this spiritual side. Something will inspire us and make us bigger people. But when that inspiration fades, we'll shrink back. Honestly, your last two letters were pretty uninspired.

Beware of losing yourself in the personality of another being, man or woman. His Eminence Cardinal O’Neill and the Bishop of Boston are staying with me at present, so it is hard for me to get a moment to write, but I wish you would come up here later if only for a weekend. I go to Washington this week	Don't get lost in someone else's personality, whether it's a man or a woman. Cardinal O'Neill and the Bishop of Boston are visiting right now, so it's hard to find time to write. I wish you could come up here later, even if it's just for a weekend. I'm going to Washington this week.

What I shall do in the future is hanging in the balance. Absolutely between ourselves I should not be surprised to see the red hat of a cardinal descend upon my unworthy head within the next eight months. In any event, I should like to have a house in New York or Washington where you could drop in for weekends	My future's up in the air. Just between you and me, I wouldn't be shocked if I became a cardinal in the next few months. Anyway, I want a house in New York or Washington so you can visit on weekends.

Amory, I’m very glad we’re both alive; this war could easily have been the end of a brilliant family. But in regard to matrimony, you are now at the most dangerous period of your life. You might marry in haste and repent at leisure, but I think you won’t	Amory, I'm really happy we both made it through this war; it could have wiped out our family. As for getting married, you're at a risky age. You could rush into it and regret it later, but I don't think you will.

From what you write me about the present calamitous state of your finances, what you want is naturally impossible. However, if I judge you by the means I usually choose, I should say that there will be something of an emotional crisis within the next year. Do write me	Based on what you've written about your money problems, what you're asking for is out of the question. But, knowing you like I think I do, I'd guess you're headed for some kind of emotional breakdown in the next year. Keep in touch.

I feel annoyingly out of date on you. With greatest affection, Thayer Darcy	I feel like I don't know you anymore, and it's frustrating. Love, Thayer Darcy.

Within a week after the receipt of this letter their little household fell precipitously to pieces. The immediate cause was the serious and probably chronic illness of Tom’s mother	About a week after they got the letter, their home life completely fell apart. This happened because Tom's mother got seriously and likely permanently sick.

So they stored the furniture, gave instructions to sublet and shook hands gloomily in the Pennsylvania Station. Amory and Tom seemed always to be saying goodbye	They put their furniture in storage, told someone to rent out their place, and sadly shook hands at Penn Station. Amory and Tom were always saying goodbye to each other.

Feeling very much alone, Amory yielded to an impulse and set off southward, intending to join Monsignor in Washington. They missed connections by two hours, and, deciding to spend a few days with an ancient, remembered uncle, Amory journeyed up through the luxuriant fields of Maryland into Ramilly County	Feeling super lonely, Amory just decided to head south and try to meet up with Monsignor in Washington. They missed each other by a couple of hours, so he figured he'd hang out with a really old uncle he remembered for a few days. Amory traveled north through Maryland's beautiful countryside into Ramilly County.

But instead of two days his stay lasted from mid-August nearly through September, for in Maryland he met Eleanor.	Instead of staying for two days, he stayed from mid-August almost until the end of September because he met Eleanor in Maryland.

For years afterward when Amory thought of Eleanor he seemed still to hear the wind sobbing around him and sending little chills into the places beside his heart. The night when they rode up the slope and watched the cold moon float through the clouds, he lost a further part of him that nothing could restore; and when he lost it he lost also the power of regretting it. Eleanor was, say, the last time that evil crept close to Amory under the mask of beauty, the last weird mystery that held him with wild fascination and pounded his soul to flakes	Later on, whenever Amory remembered Eleanor, he always felt a sadness like the wind crying around him, making him feel empty inside. That night they rode up the hill and watched the moon moving through the clouds, he lost something important that he could never get back. And when he lost it, he also stopped being able to feel sorry about it. Eleanor was maybe the last time something bad got close to Amory disguised as something beautiful, the last strange and mysterious thing that fascinated him and completely overwhelmed him.

With her his imagination ran riot and that is why they rode to the highest hill and watched an evil moon ride high, for they knew then that they could see the devil in each other. But Eleanor—did Amory dream her? Afterward their ghosts played, yet both of them hoped from their souls never to meet. Was it the infinite sadness of her eyes that drew him or the mirror of himself that he found in the gorgeous clarity of her mind? She will have no other adventure like Amory, and if she reads this she will say: “And Amory will have no other adventure like me	He went wild thinking about her, so they went to the highest hill to watch the scary moon, because they felt they could see the worst parts of themselves in each other. But was Eleanor even real, or just a fantasy? Later, they were haunted by the memory of their relationship, but deep down, they never wanted to see each other again. Was he drawn to her sad eyes, or to the way she reflected his own personality with her brilliant mind? She'll never have another relationship like the one she had with Amory, and if she reads this, she'll think: "And Amory will never have another relationship like the one he had with me."

Nor will she sigh, any more than he would sigh. Eleanor tried to put it on paper once: “The fading things we only know We’ll have forgotten. Put away	She won't be sad, just like he won't be sad. Eleanor once tried to write about it: "The memories we barely remember, we'll eventually forget. Put them away."

Desires that melted with the snow, And dreams begotten This today: The sudden dawns we laughed to greet, That all could see, that none could share, Will be but dawns. and if we meet We shall not care	Those desires that vanished quickly, and the dreams we created today: The sunrises we used to laugh at together, that everyone could see, but nobody else understood, will just be sunrises. And if we run into each other, we won't even care.

Dear. not one tear will rise for this. A little while hence No regret Will stir for a remembered kiss— Not even silence, When we’ve met, Will give old ghosts a waste to roam, Or stir the surface of the sea. If gray shapes drift beneath the foam We shall not see	Honey, don't worry, I won't cry about this. Pretty soon, I won't even regret that kiss we shared. When we see each other, there won't even be an awkward silence. Our past won't haunt us or cause any trouble. If sad memories are still there, hidden deep down, we won't notice them.

They quarrelled dangerously because Amory maintained that sea and see couldn’t possibly be used as a rhyme. And then Eleanor had part of another verse that she couldn’t find a beginning for: “But wisdom passes	They argued fiercely because Amory insisted "sea" and "see" don't actually rhyme. Then Eleanor had a bit of another poem she was working on, but she couldn't figure out how to start it: "But wisdom passes..."

still the years Will feed us wisdom. Age will go Back to the old—For all our tears We shall not know	We'll get wiser as we get older. Growing old just makes us like we used to be. Even though we're sad now, we won't understand everything anyway.

Eleanor hated Maryland passionately. She belonged to the oldest of the old families of Ramilly County and lived in a big, gloomy house with her grandfather	Eleanor really hated Maryland. She came from a super old, established family in Ramilly County and lived with her grandfather in a large, depressing house.

She had been born and brought up in France. I see I am starting wrong. Let me begin again. Amory was bored, as he usually was in the country	She grew up in France. Wait, that's not the right way to start the story. Let me try again. Amory was bored, like he usually was when he was in the country.

He used to go for far walks by himself—and wander along reciting “Ulalume” to the cornfields, and congratulating Poe for drinking himself to death in that atmosphere of smiling complacency. One afternoon he had strolled for several miles along a road that was new to him, and then through a wood on bad advice from a colored woman	He'd often take long, solitary walks, reciting "Ulalume" to the cornfields and praising Poe for drinking himself to death in such a self-satisfied place. Once, he walked several miles down a road he'd never seen before, then into a forest because a Black woman gave him bad directions.

losing himself entirely. A passing storm decided to break out, and to his great impatience the sky grew black as pitch and the rain began to splatter down through the trees, become suddenly furtive and ghostly. Thunder rolled with menacing crashes up the valley and scattered through the woods in intermittent batteries	He got completely lost in thought. Just then, a storm suddenly started. He was annoyed when the sky turned completely black and rain began to fall hard through the trees, making them look shadowy and mysterious. Thunder echoed loudly and threateningly up the valley and through the woods, like bursts of gunfire.

He stumbled blindly on, hunting for a way out, and finally, through webs of twisted branches, caught sight of a rift in the trees where the unbroken lightning showed open country. He rushed to the edge of the woods and then hesitated whether or not to cross the fields and try to reach the shelter of the little house marked by a light far down the valley. It was only half past five, but he could see scarcely ten steps before him, except when the lightning made everything vivid and grotesque for great sweeps around	He kept walking without seeing much, trying to find a way out. Finally, through tangled branches, he saw an opening in the trees where the lightning showed clear land. He ran to the edge of the woods but stopped, unsure if he should cross the fields to reach the small house with a light far down in the valley. It was only 5:30, but he could barely see ten steps ahead, except when the lightning flashed and made everything look bright and strange.

Suddenly a strange sound fell on his ears. It was a song, in a low, husky voice, a girl’s voice, and whoever was singing was very close to him. A year before he might have laughed, or trembled; but in his restless mood he only stood and listened while the words sank into his consciousness: “Les sanglots longs Des violons De l’automne Blessent mon cœur D’une langueur Monotone	He suddenly heard something weird. It was a song, sung quietly in a rough voice, a girl's voice. She was singing very near him. A year ago, he might have laughed or been nervous. But now, feeling restless, he just stood there, listening as the words slowly registered in his mind: “The long sobs of autumn violins wound my heart with a monotonous languor.”

The lightning split the sky, but the song went on without a quaver. The girl was evidently in the field and the voice seemed to come vaguely from a haystack about twenty feet in front of him	Lightning flashed across the sky, but the singing didn't stop, not even for a moment. The girl was clearly out there, and the voice sounded like it was coming from a haystack about twenty feet ahead.

Then it ceased: ceased and began again in a weird chant that soared and hung and fell and blended with the rain: “Tout suffocant Et blême quand Sonne l’heure Je me souviens Des jours anciens Et je pleure.” “Who the devil is there in Ramilly County,” muttered Amory aloud, “who would deliver Verlaine in an extemporaneous tune to a soaking haystack?” “Somebody’s there!” cried the voice unalarmed	Then it stopped. It stopped and started again with a strange, drawn-out song that went up high, stayed there, then came down and mixed with the rain: "Tout suffocant Et blême quand Sonne l’heure Je me souviens Des jours anciens Et je pleure.” Amory said to himself, "Who in the world would be singing Verlaine in a made-up tune to a wet haystack in Ramilly County?" "Someone's there!" the voice replied, not worried.

“Who are you?—Manfred, St. Christopher, or Queen Victoria?” “I’m Don Juan!” Amory shouted on impulse, raising his voice above the noise of the rain and the wind	"Who do you think you are? Some tragic hero, a saint, or a powerful ruler?" "I'm Don Juan!" Amory yelled suddenly, making himself heard over the storm.

A delighted shriek came from the haystack. “I know who you are—you’re the blond boy that likes ‘Ulalume’—I recognize your voice.” “How do I get up?” he cried from the foot of the haystack, whither he had arrived, dripping wet	A happy yell came from inside the haystack. "I know who you are! You're the blond guy who likes 'Ulalume'! I know your voice." He was soaking wet at the bottom of the haystack and called out, "How do I climb up?"

A head appeared over the edge—it was so dark that Amory could just make out a patch of damp hair and two eyes that gleamed like a cat’s. “Run back!” came the voice, “and jump and I’ll catch your hand—no, not there—on the other side	A head popped up. It was so dark Amory could barely see wet hair and two eyes shining like a cat's. A voice said, "Go back! Run and jump, and I'll grab your hand. No, not there, over here!"

He followed directions and as he sprawled up the side, knee-deep in hay, a small, white hand reached out, gripped his, and helped him onto the top. “Here you are, Juan,” cried she of the damp hair	Following the instructions, he climbed up the side, sinking knee-deep in hay. A small, white hand reached out, grabbed his, and pulled him to the top. "You made it, Juan!" the girl with the wet hair exclaimed.

“Do you mind if I drop the Don?” “You’ve got a thumb like mine!” he exclaimed. “And you’re holding my hand, which is dangerous without seeing my face	"Can I stop calling you 'Don'?" "Wow, you have a thumb like mine!" he said, surprised. "And you're holding my hand, which is risky when you can't see my face."

He dropped it quickly. As if in answer to his prayers came a flash of lightning and he looked eagerly at her who stood beside him on the soggy haystack, ten feet above the ground	He dropped it fast. Like his prayers were answered, lightning flashed, and he looked hopefully at her. She was standing next to him on the wet haystack, ten feet up.

But she had covered her face and he saw nothing but a slender figure, dark, damp, bobbed hair, and the small white hands with the thumbs that bent back like his. “Sit down,” she suggested politely, as the dark closed in on them	But she hid her face, so all he could see was her thin body, dark, wet, short hair, and small white hands with thumbs that bent backward like his. "Sit down," she said nicely, as it got darker around them.

“If you’ll sit opposite me in this hollow you can have half of the raincoat, which I was using as a waterproof tent until you so rudely interrupted me.” “I was asked,” Amory said joyfully; “you asked me—you know you did.” “Don Juan always manages that,” she said, laughing, “but I shan’t call you that any more, because you’ve got reddish hair. Instead you can recite ‘Ulalume’ and I’ll be Psyche, your soul	"If you sit across from me in this little dip in the ground, you can share my raincoat. I was using it like a tent until you barged in." "I was invited," Amory replied happily, "You asked me, and you know it." "Guys like Don Juan always do that," she said, laughing. "But I'm not calling you that anymore since you have reddish hair. Instead, you can read 'Ulalume' and I'll be Psyche, your soul."

Amory flushed, happily invisible under the curtain of wind and rain. They were sitting opposite each other in a slight hollow in the hay with the raincoat spread over most of them, and the rain doing for the rest. Amory was trying desperately to see Psyche, but the lightning refused to flash again, and he waited impatiently	Amory blushed, glad the wind and rain hid him. They sat facing each other in a little dip in the hay, mostly covered by a raincoat, with the rain taking care of the rest. Amory really wanted to see Psyche, but the lightning wouldn't flash again, and he waited, annoyed.

Good Lord! supposing she wasn’t beautiful—supposing she was forty and pedantic—heavens! Suppose, only suppose, she was mad. But he knew the last was unworthy. Here had Providence sent a girl to amuse him just as it sent Benvenuto Cellini men to murder, and he was wondering if she was mad, just because she exactly filled his mood. “I’m not,” she said	Oh my God! What if she wasn't pretty? What if she was forty and a know-it-all? Yikes! What if she was crazy? But he knew that last thought was wrong. Fate had sent him a girl to entertain him, like fate sent Benvenuto Cellini men to kill, and he was worrying if she was crazy just because she was exactly what he wanted right now. "I'm not," she said.

“Not what?” “Not mad. I didn’t think you were mad when I first saw you, so it isn’t fair that you should think so of me.” “How on earth—” As long as they knew each other Eleanor and Amory could be “on a subject” and stop talking with the definite thought of it in their heads, yet ten minutes later speak aloud and find that their minds had followed the same channels and led them each to a parallel idea, an idea that others would have found absolutely unconnected with the first. “Tell me,” he demanded, leaning forward eagerly, “how do you know about ‘Ulalume’—how did you know the color of my hair? What’s your name? What were you doing here? Tell me all at once!” Suddenly the lightning flashed in with a leap of overreaching light and he saw Eleanor, and looked for the first time into those eyes of hers	"Not what?" "Not angry. I didn't think you were angry when I met you, so it's not right for you to think I am." "How is that even—" Eleanor and Amory were able to be focused on something, and stop talking about it, knowing they both understood. But ten minutes later, they could start talking again and realize their thoughts had followed the same path, leading them both to a similar idea, one that other people wouldn't see any connection to. "Tell me," he asked, leaning forward, excited, "how do you know about 'Ulalume'? How did you know my hair color? What's your name? What were you doing here? Tell me everything now!" Suddenly, lightning flashed, lighting everything up, and he saw Eleanor, and really looked into her eyes for the first time.

Oh, she was magnificent—pale skin, the color of marble in starlight, slender brows, and eyes that glittered green as emeralds in the blinding glare. She was a witch, of perhaps nineteen, he judged, alert and dreamy and with the telltale white line over her upper lip that was a weakness and a delight. He sank back with a gasp against the wall of hay. “Now you’ve seen me,” she said calmly, “and I suppose you’re about to say that my green eyes are burning into your brain	Wow, she was stunning. Her skin was really pale, like marble glowing in the dark, with thin eyebrows and bright green eyes, like emeralds shining. She seemed like a magical person, maybe nineteen years old. She was sharp but also seemed lost in thought, and had a tiny, alluring line above her lip that hinted at a flaw. He leaned back, breathless, against the hay. "So, now you've seen me," she said, coolly. "I guess you're going to tell me my green eyes are messing with your head."

“What color is your hair?” he asked intently. “It’s bobbed, isn’t it?” “Yes, it’s bobbed	"What color is your hair?" he asked, really focused. "It's cut short, right?" "Yeah, it's short."

I don’t know what color it is,” she answered, musing, “so many men have asked me. It’s medium, I suppose—No one ever looks long at my hair. I’ve got beautiful eyes, though, haven’t I. I don’t care what you say, I have beautiful eyes	"I don't know what color it is," she said, thinking about it. "So many guys have asked. It's kind of average, I guess. Nobody really stares at my hair. But I have great eyes, right? I don't care what you say, my eyes are gorgeous."

“Answer my question, Madeline.” “Don’t remember them all—besides my name isn’t Madeline, it’s Eleanor	"Answer my question, Madeline." "I don't remember all the questions – and anyway, my name's not Madeline, it's Eleanor."

“I might have guessed it. You look like Eleanor—you have that Eleanor look. You know what I mean	"I should've known. You remind me of Eleanor—you have that Eleanor thing about you. You get what I'm saying?"

There was a silence as they listened to the rain. “It’s going down my neck, fellow lunatic,” she offered finally. “Answer my questions.” “Well—name of Savage, Eleanor; live in big old house mile down road; nearest living relation to be notified, grandfather—Ramilly Savage; height, five feet four inches; number on watch-case, 3077 W; nose, delicate aquiline; temperament, uncanny—” “And me,” Amory interrupted, “where did you see me?” “Oh, you’re one of those men,” she answered haughtily, “must lug old self into conversation	They listened to the rain in silence. "Rain's dripping down my neck, crazy," she finally said. "Answer my questions." "Okay—name is Eleanor Savage; I live in that big old house a mile down the road; the closest relative to contact is my grandfather, Ramilly Savage; I'm five foot four; the number on my watch is 3077 W; I have a delicate, slightly hooked nose; and my personality is kind of weird—" "And me," Amory cut in, "where did you see me?" "Oh, you're one of *those* guys," she replied, acting superior, "always gotta bring yourself into the conversation."

Well, my boy, I was behind a hedge sunning myself one day last week, and along comes a man saying in a pleasant, conceited way of talking: “ ‘And now when the night was senescent’ (says he) ‘And the star dials pointed to morn At the end of the path a liquescent’ (says he) ‘And nebulous lustre was born.’ “So I poked my eyes up over the hedge, but you had started to run, for some unknown reason, and so I saw but the back of your beautiful head	Okay, so last week I was chilling behind a bush, catching some sun. Then this guy walks by, talking in a kind of stuck-up, friendly way, and he starts reciting some poetry: "‘And now when the night was old, and the stars showed it was almost morning, at the end of the road a kind of melting, hazy light appeared.’" I peeked over the bush to see who it was, but you took off running for some reason, so all I saw was the back of your gorgeous head.

‘Oh!’ says I, ‘there’s a man for whom many of us might sigh,’ and I continued in my best Irish—” “All right,” Amory interrupted. “Now go back to yourself.” “Well, I will. I’m one of those people who go through the world giving other people thrills, but getting few myself except those I read into men on such nights as these	"Okay," I said, "that's a guy a lot of us would be interested in." And I kept talking with my fake Irish accent—" "Okay, stop it," Amory cut in. "Be yourself now." "Fine. I'm the type who gets others excited, but I don't experience much myself, except when I imagine things about guys on nights like this."

I have the social courage to go on the stage, but not the energy; I haven’t the patience to write books; and I never met a man I’d marry. However, I’m only eighteen	I'm confident enough to be on stage, but I'm too tired. I don't have the focus to write books. Plus, I haven't found a guy I'd want to marry. But hey, I'm only eighteen.

The storm was dying down softly and only the wind kept up its ghostly surge and made the stack lean and gravely settle from side to side. Amory was in a trance. He felt that every moment was precious	The storm was fading away quietly. Only the wind still blew like a ghost, making the haystack sway back and forth, slowly sinking down. Amory was lost in his thoughts, feeling that every second mattered.

He had never met a girl like this before—she would never seem quite the same again. He didn’t at all feel like a character in a play, the appropriate feeling in an unconventional situation—instead, he had a sense of coming home. “I have just made a great decision,” said Eleanor after another pause, “and that is why I’m here, to answer another of your questions	He'd never met a girl like her; she'd changed him. He didn't feel like he was acting in a movie, which you might expect in this weird situation. Instead, it felt like he was finally where he belonged. After a silence, Eleanor said, "I just made a big decision, and that's why I'm here, to answer another question you have."

I have just decided that I don’t believe in immortality.” “Really! how banal!” “Frightfully so,” she answered, “but depressing with a stale, sickly depression, nevertheless	"I've just decided I don't believe in living forever." "Oh, really? How boring!" "Totally," she replied, "but it's still depressing in a tired, gross way."

I came out here to get wet—like a wet hen; wet hens always have great clarity of mind,” she concluded. “Go on,” Amory said politely. “Well—I’m not afraid of the dark, so I put on my slicker and rubber boots and came out	I came out here to get soaked. Like, being soaking wet helps you think clearly," she said. "Keep going," Amory replied. "Okay, well, I'm not scared of the dark, so I put on my raincoat and boots and came outside."

You see I was always afraid, before, to say I didn’t believe in God—because the lightning might strike me—but here I am and it hasn’t, of course, but the main point is that this time I wasn’t any more afraid of it than I had been when I was a Christian Scientist, like I was last year. So now I know I’m a materialist and I was fraternizing with the hay when you came out and stood by the woods, scared to death.” “Why, you little wretch—” cried Amory indignantly. “Scared of what?” “Yourself!” she shouted, and he jumped	"You know, I used to be scared to say I didn't believe in God, like I'd get punished instantly. But look at me, nothing happened. The thing is, I wasn't any more afraid to say it now than I was last year when I was into Christian Science. So, I figured out I'm a materialist. And I was messing around in the hay when you showed up by the woods, totally freaked out." "You little brat!" Amory said, annoyed. "What were you scared of?" "You!" she yelled, making him jump.

She clapped her hands and laughed. “See—see! Conscience—kill it like me! Eleanor Savage, materiologist—no jumping, no starting, come early—” “But I have to have a soul,” he objected. “I can’t be rational—and I won’t be molecular.” She leaned toward him, her burning eyes never leaving his own and whispered with a sort of romantic finality: “I thought so, Juan, I feared so—you’re sentimental	She clapped and laughed. "Look, look! Get rid of your conscience—like I did! Eleanor Savage, realist—no surprises, no panicking, be on time." "But I need to have a soul," he said. "I can't be all logic—and I refuse to be just atoms." She leaned closer, staring intently at him, and whispered with a dramatic air of finality: "I knew it, Juan, I was afraid of it—you're a softie."

You’re not like me. I’m a romantic little materialist.” “I’m not sentimental—I’m as romantic as you are	You're different from me. I'm a romantic who likes nice things." "I'm not soft, but I'm just as romantic as you are."

The idea, you know, is that the sentimental person thinks things will last—the romantic person has a desperate confidence that they won’t.” (This was an ancient distinction of Amory’s.) “Epigrams	Basically, someone who's sentimental believes things will stay the same. A romantic, on the other hand, is pretty sure they won't. (Amory had been saying this for ages.) Catchy sayings...

I’m going home,” she said sadly. “Let’s get off the haystack and walk to the crossroads	"I'm going home," she said, sounding sad. "Let's get down from the haystack and walk to the intersection."

They slowly descended from their perch. She would not let him help her down and motioning him away arrived in a graceful lump in the soft mud where she sat for an instant, laughing at herself	They climbed down slowly. She refused his help, waved him away, and landed in a sort of elegant heap in the soft mud. She sat there for a moment, laughing at herself.

Then she jumped to her feet and slipped her hand into his, and they tiptoed across the fields, jumping and swinging from dry spot to dry spot. A transcendent delight seemed to sparkle in every pool of water, for the moon had risen and the storm had scurried away into western Maryland. When Eleanor’s arm touched his he felt his hands grow cold with deadly fear lest he should lose the shadow brush with which his imagination was painting wonders of her. He watched her from the corners of his eyes as ever he did when he walked with her—she was a feast and a folly and he wished it had been his destiny to sit forever on a haystack and see life through her green eyes	She suddenly stood up, took his hand, and they quietly walked through the fields, carefully hopping across the dry patches. The moonlight made every puddle seem magical, because the storm had moved away. When Eleanor's arm brushed against his, he got really scared that he might lose the ability to imagine her as amazing as he did. He kept glancing at her out of the corner of his eye, like he always did when they walked together. She was like something wonderful and crazy, and he wished he could just sit and watch life through her eyes forever.

His paganism soared that night and when she faded out like a gray ghost down the road, a deep singing came out of the fields and filled his way homeward. All night the summer moths flitted in and out of Amory’s window; all night large looming sounds swayed in mystic revery through the silver grain—and he lay awake in the clear darkness.	He felt incredibly alive that night. When she disappeared down the road like a ghost, he heard music coming from the fields as he walked home. All night, moths flew in and out of his window. All night, big, mysterious sounds echoed through the fields of wheat—and he stayed awake in the dark.

Amory selected a blade of grass and nibbled at it scientifically. “I never fall in love in August or September,” he proffered	Amory picked a piece of grass and chewed on it thoughtfully. "I never fall in love in August or September," he offered.

“When then?” “Christmas or Easter. I’m a liturgist.” “Easter!” She turned up her nose. “Huh! Spring in corsets!” “Easter would bore spring, wouldn’t she? Easter has her hair braided, wears a tailored suit	"So when?" "Christmas or Easter. I'm into religious stuff." "Easter!" She wrinkled her nose. "Ugh! Spring all dressed up and stiff!" "Yeah, Easter would be boring to Spring, right? Easter's got her hair neat, wears a boring suit."

“Bind on thy sandals, oh, thou most fleet. Over the splendor and speed of thy feet—” quoted Eleanor softly, and then added: “I suppose Halloween is a better day for autumn than Thanksgiving.” “Much better—and Christmas eve does very well for winter, but summer.” “Summer has no day,” she said	"Tie your shoes, you fast one. Think of how amazing and quick your feet are," Eleanor said quietly, then added, "I think Halloween fits autumn better than Thanksgiving." "Way better. And Christmas Eve is perfect for winter, but summer..." "Summer doesn't have its own day," she finished.

“We can’t possibly have a summer love. So many people have tried that the name’s become proverbial	"We can't do a summer fling. Too many people have tried it, it's become a cliché."

Summer is only the unfulfilled promise of spring, a charlatan in place of the warm balmy nights I dream of in April. It’s a sad season of life without growth. It has no day.” “Fourth of July,” Amory suggested facetiously	Summer's just spring's broken promise. It's a fake, not those warm, dreamy nights I think about in April. It's a depressing time of no progress. It's got nothing good going for it." "Except the Fourth of July," Amory joked.

“Don’t be funny!” she said, raking him with her eyes. “Well, what could fulfil the promise of spring?” She thought a moment. “Oh, I suppose heaven would, if there was one,” she said finally, “a sort of pagan heaven—you ought to be a materialist,” she continued irrelevantly	"Don't be a smart aleck!" she said, giving him a hard look. "So, what could possibly live up to the hype of spring?" She paused. "I guess maybe heaven, if it existed," she said after a moment, "like, a down-to-earth heaven. You should be a realist," she added, seemingly out of nowhere.

“Why?” “Because you look a good deal like the pictures of Rupert Brooke.” To some extent Amory tried to play Rupert Brooke as long as he knew Eleanor. What he said, his attitude toward life, toward her, toward himself, were all reflexes of the dead Englishman’s literary moods. Often she sat in the grass, a lazy wind playing with her short hair, her voice husky as she ran up and down the scale from Grantchester to Waikiki	"Why?" "Because you look a lot like those photos of Rupert Brooke." Amory even tried to act like Rupert Brooke when he was with Eleanor. His words, his outlook on life, on her, and on himself, were all copied from the dead writer's books. She'd often sit in the grass, a gentle breeze ruffling her hair, her voice a little rough as she talked about everything from England to Hawaii.

There was something most passionate in Eleanor’s reading aloud. They seemed nearer, not only mentally, but physically, when they read, than when she was in his arms, and this was often, for they fell half into love almost from the first. Yet was Amory capable of love now? He could, as always, run through the emotions in a half hour, but even while they revelled in their imaginations, he knew that neither of them could care as he had cared once before—I suppose that was why they turned to Brooke, and Swinburne, and Shelley. Their chance was to make everything fine and finished and rich and imaginative; they must bend tiny golden tentacles from his imagination to hers, that would take the place of the great, deep love that was never so near, yet never so much of a dream	Eleanor read with intense feeling. When they read together, they felt closer, both in mind and body, than when they were even hugging—which happened a lot since they almost fell in love right away. But could Amory really love anyone at this point? He could still feel emotions quickly, but even when they were lost in their fantasies, he knew they couldn’t love each other the way he’d loved someone before. Maybe that’s why they read poetry by people like Brooke, Swinburne, and Shelley. They wanted to create something beautiful, perfect, and full of imagination. They needed to build tiny, delicate connections between their imaginations to replace the big, deep love that felt so close but was really just a fantasy.

